Date,Open,High,Low,Close,Adj Close,Volume
2014-04-24,81.172859,81.428574,80.104286,81.110001,72.031723,189977900
2014-04-25,80.647141,81.71285999999999,80.565712,81.705711,72.56076,97568800
2014-04-28,81.828575,85.10714,81.792854,84.870003,75.37087199999999,167371400
2014-04-29,84.82,85.139999,84.215714,84.61856800000001,75.14760600000001,84344400
2014-04-30,84.66285699999999,85.632858,84.257141,84.298569,74.863411,114160200
2014-05-01,84.571426,84.971428,83.76571700000001,84.497147,75.039764,61012000
2014-05-02,84.620003,84.885712,84.244286,84.654289,75.17930600000001,47878600
2014-05-05,84.305717,85.85714,84.285713,85.851425,76.24247,71766800
2014-05-06,85.971428,86.344284,84.915718,84.915718,75.411484,93641100
2014-05-07,85.035713,85.327141,83.961426,84.61856800000001,75.14760600000001,70716100
2014-05-08,84.035713,84.915718,83.771431,83.998573,77.614685,57574300
2014-05-09,83.505714,83.75,82.904289,83.648575,77.29129,72899400
2014-05-12,83.927139,84.808571,83.914284,84.690002,78.253563,53302200
2014-05-13,84.571426,84.934288,84.385712,84.822861,78.37631999999999,39934300
2014-05-14,84.632858,85.342857,84.534286,84.83856999999999,78.390823,41601000
2014-05-15,84.957146,85.228569,84.005714,84.117142,77.724251,57711500
2014-05-16,84.089996,85.361427,83.628571,85.358574,78.871315,69064100
2014-05-19,85.407143,86.761429,85.33285500000001,86.370003,79.80587,79438800
2014-05-20,86.358574,86.628571,85.818573,86.387146,79.821709,58709000
2014-05-21,86.261429,86.671425,86.00856800000001,86.61571500000001,80.032921,49214900
2014-05-22,86.657143,87.121429,86.300003,86.752853,80.159637,50190000
2014-05-23,86.75,87.818573,86.638573,87.732857,81.065155,58052400
2014-05-27,87.982857,89.408569,87.947144,89.37571700000001,82.583153,87216500
2014-05-28,89.431427,89.975716,89.111427,89.144287,82.369324,78870400
2014-05-29,89.692856,90.98143,89.681427,90.76857,83.87015500000001,94118500
2014-05-30,91.139999,92.024284,89.842857,90.428574,83.556007,141005200
2014-06-02,90.565712,90.690002,88.928574,89.807144,82.981796,92337700
2014-06-03,89.779999,91.248573,89.75,91.077141,84.155273,73177300
2014-06-04,91.062859,92.555717,90.872856,92.117142,85.116241,83870500
2014-06-05,92.314285,92.767143,91.80143000000001,92.478569,85.450195,75951400
2014-06-06,92.842857,93.03714000000001,92.067146,92.224289,85.21525600000001,87484600
2014-06-09,92.699997,93.879997,91.75,93.699997,86.578804,75415000
2014-06-10,94.730003,95.050003,93.57,94.25,87.087006,62777000
2014-06-11,94.129997,94.760002,93.470001,93.860001,86.726639,45681000
2014-06-12,94.040001,94.120003,91.900002,92.290001,85.27595500000001,54749000
2014-06-13,92.199997,92.440002,90.879997,91.279999,84.34272,54525000
2014-06-16,91.510002,92.75,91.449997,92.199997,85.192787,35561000
2014-06-17,92.309998,92.699997,91.800003,92.08000200000001,85.081917,29726000
2014-06-18,92.269997,92.290001,91.349998,92.18,85.174324,33514000
2014-06-19,92.290001,92.300003,91.339996,91.860001,84.878632,35528000
2014-06-20,91.849998,92.550003,90.900002,90.910004,84.00083199999999,100898000
2014-06-23,91.32,91.620003,90.599998,90.83000200000001,83.926903,43694000
2014-06-24,90.75,91.739998,90.190002,90.279999,83.418724,39036000
2014-06-25,90.209999,90.699997,89.650002,90.360001,83.492638,36869000
2014-06-26,90.370003,91.050003,89.800003,90.900002,83.9916,32629000
2014-06-27,90.82,92.0,90.769997,91.980003,84.989525,64029000
2014-06-30,92.099998,93.730003,92.089996,92.93,85.86731,49482300
2014-07-01,93.519997,94.07,93.129997,93.519997,86.412468,38223000
2014-07-02,93.870003,94.059998,93.089996,93.480003,86.375519,28465000
2014-07-03,93.66999799999999,94.099998,93.199997,94.029999,86.883705,22891800
2014-07-07,94.139999,95.989998,94.099998,95.970001,88.6763,56468000
2014-07-08,96.269997,96.800003,93.91999799999999,95.349998,88.103394,65222000
2014-07-09,95.440002,95.949997,94.760002,95.389999,88.14035,36436000
2014-07-10,93.760002,95.550003,93.519997,95.040001,87.816956,39686000
2014-07-11,95.360001,95.889999,94.860001,95.220001,87.98326899999999,34018000
2014-07-14,95.860001,96.889999,95.650002,96.449997,89.119789,42810000
2014-07-15,96.800003,96.849998,95.029999,95.32,88.075691,45477900
2014-07-16,96.970001,97.099998,94.739998,94.779999,87.576706,53396300
2014-07-17,95.029999,95.279999,92.57,93.089996,86.01516,57298000
2014-07-18,93.620003,94.739998,93.019997,94.43,87.25331899999999,49988000
2014-07-21,94.989998,95.0,93.720001,93.940002,86.800575,39079000
2014-07-22,94.68,94.889999,94.120003,94.720001,87.521286,55197000
2014-07-23,95.41999799999999,97.879997,95.16999799999999,97.190002,89.803558,92918000
2014-07-24,97.040001,97.32,96.41999799999999,97.029999,89.655731,45729000
2014-07-25,96.849998,97.839996,96.639999,97.66999799999999,90.247078,43469000
2014-07-28,97.82,99.239998,97.550003,99.019997,91.494461,55318000
2014-07-29,99.33000200000001,99.440002,98.25,98.379997,90.903114,43143000
2014-07-30,98.440002,98.699997,97.66999799999999,98.150002,90.69059,33010000
2014-07-31,97.160004,97.449997,95.33000200000001,95.599998,88.33438100000001,56843000
2014-08-01,94.900002,96.620003,94.809998,96.129997,88.824104,48511000
2014-08-04,96.370003,96.58000200000001,95.16999799999999,95.589996,88.32515699999999,39958000
2014-08-05,95.360001,95.68,94.360001,95.120003,87.890884,55933000
2014-08-06,94.75,95.480003,94.709999,94.959999,87.74301899999999,38558000
2014-08-07,94.93,95.949997,94.099998,94.480003,87.733749,46711000
2014-08-08,94.260002,94.82,93.279999,94.739998,87.97518199999999,41865000
2014-08-11,95.269997,96.08000200000001,94.839996,95.989998,89.135925,36585000
2014-08-12,96.040001,96.879997,95.610001,95.970001,89.11737099999999,33795000
2014-08-13,96.150002,97.239998,96.040001,97.239998,90.296669,31916000
2014-08-14,97.33000200000001,97.57,96.800003,97.5,90.53810899999999,28116000
2014-08-15,97.900002,98.190002,96.860001,97.980003,90.98383299999999,48951000
2014-08-18,98.489998,99.370003,97.980003,99.160004,92.07959699999999,47572000
2014-08-19,99.410004,100.68,99.32,100.529999,93.35174599999999,69399000
2014-08-20,100.440002,101.089996,99.949997,100.57,93.38889300000001,52699000
2014-08-21,100.57,100.940002,100.110001,100.58000200000001,93.398186,33478000
2014-08-22,100.290001,101.470001,100.190002,101.32,94.085365,44184000
2014-08-25,101.790001,102.16999799999999,101.279999,101.540001,94.289635,40270000
2014-08-26,101.41999799999999,101.5,100.860001,100.889999,93.68604300000001,33152000
2014-08-27,101.019997,102.57,100.699997,102.129997,94.837502,52369000
